workerid,proliferate.condition,color,modal1,modal2,pair,percentage_blue,rating1,rating2,rating_other,reverse_sent_order,sentence1,sentence2,error
1328,might-probably,blue,might,probably,might-probably,50,0.7,0.05000000000000005,0.25,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,blue,might,probably,might-probably,10,0.67,0.32,0.010000000000000007,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,blue,might,probably,might-probably,75,0.7399999999999999,0.26,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,orange,might,probably,might-probably,25,0.74,0.26,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,blue,might,probably,might-probably,40,0.14,0.86,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,blue,might,probably,might-probably,60,0.18999999999999995,0.81,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,orange,might,probably,might-probably,40,0.17999999999999994,0.82,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,blue,might,probably,might-probably,0,0.19000000000000009,0.81,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,orange,might,probably,might-probably,50,0.73,0.27,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,blue,might,probably,might-probably,25,0.43999999999999995,0.56,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,blue,might,probably,might-probably,90,0.3800000000000001,0.62,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,orange,might,probably,might-probably,60,0.47,0.53,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,orange,might,probably,might-probably,100,0.31999999999999984,0.68,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,orange,might,probably,might-probably,10,0.29000000000000004,0.71,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,orange,might,probably,might-probably,0,0.4800000000000001,0.52,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,orange,might,probably,might-probably,75,0.4,0.59,0,1,You might get an orange one,You'll probably get an orange one,
1328,might-probably,blue,might,probably,might-probably,100,0.4600000000000001,0.54,0,1,You might get a blue one,You'll probably get a blue one,
1328,might-probably,orange,might,probably,might-probably,90,0.35,0.65,0,1,You might get an orange one,You'll probably get an orange one,
1334,might-probably,orange,might,probably,might-probably,0,0.07,0.93,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,orange,might,probably,might-probably,90,0.84,0.16000000000000014,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,blue,might,probably,might-probably,100,0.07,0.93,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,orange,might,probably,might-probably,40,0.49,0.51,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,orange,might,probably,might-probably,60,0.6200000000000001,0.38,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,blue,might,probably,might-probably,50,0.56,0.43999999999999984,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,orange,might,probably,might-probably,50,0.53,0.47,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,orange,might,probably,might-probably,75,0.49,0.51,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,blue,might,probably,might-probably,90,0.2,0.7999999999999999,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,blue,might,probably,might-probably,60,0.51,0.4899999999999999,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,orange,might,probably,might-probably,25,0.22,0.78,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,blue,might,probably,might-probably,25,0.83,0.17000000000000015,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,blue,might,probably,might-probably,75,0.36,0.6400000000000001,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,orange,might,probably,might-probably,10,0.14,0.8599999999999999,0,0,You might get an orange one,You'll probably get an orange one,
1334,might-probably,blue,might,probably,might-probably,40,0.86,0.14000000000000012,0,0,You might get a blue one,You'll probably get a blue one,
1334,might-probably,blue,might,probably,might-probably,10,0.9,0.09999999999999998,0,0,You might get a blue one,You'll probably get a blue one,
1333,might-probably,blue,might,probably,might-probably,25,0.79,0.05,0.15999999999999992,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,blue,might,probably,might-probably,50,0.71,0.29,0,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,orange,might,probably,might-probably,75,0.51,0.13,0.36,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,orange,might,probably,might-probably,25,0.24,0.76,0,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,blue,might,probably,might-probably,90,0.10000000000000007,0.9,0,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,orange,might,probably,might-probably,90,1,0,0,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,blue,might,probably,might-probably,60,0.18999999999999995,0.81,0,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,blue,might,probably,might-probably,40,0.5,0.4999999999999999,0,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,blue,might,probably,might-probably,100,0,1,0,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,orange,might,probably,might-probably,0,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,orange,might,probably,might-probably,10,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,blue,might,probably,might-probably,75,0,1,0,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,orange,might,probably,might-probably,60,0.79,0.20999999999999985,0,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,blue,might,probably,might-probably,10,0.22,0,0.78,1,You might get a blue one,You'll probably get a blue one,
1333,might-probably,orange,might,probably,might-probably,50,0.6,0.4,0,1,You might get an orange one,You'll probably get an orange one,
1333,might-probably,orange,might,probably,might-probably,40,0.2799999999999999,0.72,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,orange,might,probably,might-probably,0,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,orange,might,probably,might-probably,40,0.79,0.21,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,orange,might,probably,might-probably,90,0.11,0,0.8899999999999999,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,blue,might,probably,might-probably,10,0.11,0,0.8899999999999999,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,blue,might,probably,might-probably,90,0.26,0.74,0,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,blue,might,probably,might-probably,75,0.38,0.62,0,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,orange,might,probably,might-probably,50,0.67,0.33,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,blue,might,probably,might-probably,40,0.6599999999999999,0.34,0,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,orange,might,probably,might-probably,10,0.10999999999999988,0.89,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,blue,might,probably,might-probably,50,0.7299999999999999,0.27,0,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,orange,might,probably,might-probably,25,0.3699999999999999,0.63,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,blue,might,probably,might-probably,60,0.73,0.27,0,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,orange,might,probably,might-probably,75,0.8500000000000001,0.15,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,orange,might,probably,might-probably,60,0.66,0.34,0,1,You might get an orange one,You'll probably get an orange one,
1341,might-probably,blue,might,probably,might-probably,100,0,0.7,0.30000000000000004,1,You might get a blue one,You'll probably get a blue one,
1341,might-probably,blue,might,probably,might-probably,25,0.94,0.06,0,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,orange,might,probably,might-probably,40,0.37,0.52,0.1100000000000001,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,blue,might,probably,might-probably,40,0.31,0.44,0.2500000000000001,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,blue,might,probably,might-probably,100,0.4700000000000001,0.5299999999999998,0,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,blue,might,probably,might-probably,25,0.15,0.28,0.5699999999999998,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,blue,might,probably,might-probably,50,0.25,0.46,0.29,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,orange,might,probably,might-probably,0,0.2699999999999999,0.73,0,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,blue,might,probably,might-probably,90,0.30999999999999983,0.4700000000000001,0.21999999999999997,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,orange,might,probably,might-probably,90,0.12,0.07,0.81,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,orange,might,probably,might-probably,50,0.2,0.2,0.5999999999999999,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,blue,might,probably,might-probably,10,0.16,0.25,0.5899999999999999,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,blue,might,probably,might-probably,75,0.42,0.4600000000000001,0.12,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,orange,might,probably,might-probably,10,0.32,0.58,0.10000000000000007,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,blue,might,probably,might-probably,60,0.27,0.46,0.27,1,You might get a blue one,You'll probably get a blue one,
1338,might-probably,orange,might,probably,might-probably,75,0.34,0.3699999999999999,0.29000000000000004,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,orange,might,probably,might-probably,60,0.3200000000000003,0.29,0.3899999999999997,1,You might get an orange one,You'll probably get an orange one,
1338,might-probably,orange,might,probably,might-probably,25,0.17000000000000015,0.58,0.25,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,orange,might,probably,might-probably,40,0.52,0.36,0.12,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,blue,might,probably,might-probably,100,0.25,0.75,0,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,blue,might,probably,might-probably,60,0.49,0.35,0.16000000000000003,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,orange,might,probably,might-probably,60,0.37,0.38,0.25,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,blue,might,probably,might-probably,50,0.5,0.42,0.08000000000000007,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,orange,might,probably,might-probably,25,0.2600000000000001,0.6,0.1399999999999999,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,orange,might,probably,might-probably,0,0.1499999999999999,0.85,0,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,orange,might,probably,might-probably,75,0.2,0.32,0.48,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,blue,might,probably,might-probably,25,0.32,0.16,0.5200000000000001,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,orange,might,probably,might-probably,90,0.26,0.11,0.63,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,blue,might,probably,might-probably,75,0.16,0.74,0.09999999999999998,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,blue,might,probably,might-probably,10,0.28,0.09,0.63,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,blue,might,probably,might-probably,40,0.36,0.44,0.19999999999999996,1,You might get a blue one,You'll probably get a blue one,
1329,might-probably,orange,might,probably,might-probably,10,0.37,0.53,0.1,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,orange,might,probably,might-probably,50,0.48,0.27000000000000013,0.25,1,You might get an orange one,You'll probably get an orange one,
1329,might-probably,blue,might,probably,might-probably,90,0.3899999999999999,0.51,0.1,1,You might get a blue one,You'll probably get a blue one,
1337,might-probably,blue,might,probably,might-probably,60,0.56,0.37,0.06999999999999984,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,orange,might,probably,might-probably,90,0.8,0,0.19999999999999984,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,orange,might,probably,might-probably,60,0.48,0.25,0.2699999999999999,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,blue,might,probably,might-probably,40,0.52,0,0.4799999999999998,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,blue,might,probably,might-probably,50,0.47,0,0.53,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,orange,might,probably,might-probably,75,0.33000000000000007,0,0.67,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,blue,might,probably,might-probably,75,0.32,0.42,0.2599999999999999,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,orange,might,probably,might-probably,10,0,0.87,0.13000000000000012,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,orange,might,probably,might-probably,25,0.2,0.58,0.21999999999999997,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,orange,might,probably,might-probably,50,0.5,0,0.5,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,orange,might,probably,might-probably,0,0,0.61,0.3900000000000001,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,blue,might,probably,might-probably,90,0,0.83,0.17000000000000015,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,blue,might,probably,might-probably,100,0,0.43,0.5700000000000001,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,orange,might,probably,might-probably,40,0.4799999999999998,0.5200000000000001,0,0,You might get an orange one,You'll probably get an orange one,
1337,might-probably,blue,might,probably,might-probably,25,0.15,0.17,0.6799999999999999,0,You might get a blue one,You'll probably get a blue one,
1337,might-probably,blue,might,probably,might-probably,10,0.08,0.14,0.7799999999999999,0,You might get a blue one,You'll probably get a blue one,
1343,might-probably,orange,might,probably,might-probably,40,0.75,0.25,0,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,blue,might,probably,might-probably,25,0.76,0.24,0,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,blue,might,probably,might-probably,10,0.71,0.29,0,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,orange,might,probably,might-probably,90,0.15,0.13,0.72,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,blue,might,probably,might-probably,40,0.73,0.18,0.09000000000000008,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,blue,might,probably,might-probably,100,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,blue,might,probably,might-probably,90,0.07,0.53,0.3999999999999999,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,blue,might,probably,might-probably,75,0.62,0.38,0,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,orange,might,probably,might-probably,0,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,orange,might,probably,might-probably,60,1,0,0,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,orange,might,probably,might-probably,25,0.7100000000000001,0.29,0,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,orange,might,probably,might-probably,10,0.4999999999999999,0.5,0,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,blue,might,probably,might-probably,60,0.45,0.55,0,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,orange,might,probably,might-probably,50,1,0,0,1,You might get an orange one,You'll probably get an orange one,
1343,might-probably,blue,might,probably,might-probably,50,0.6200000000000001,0.38,0,1,You might get a blue one,You'll probably get a blue one,
1343,might-probably,orange,might,probably,might-probably,75,0.45,0,0.5499999999999999,1,You might get an orange one,You'll probably get an orange one,
1342,might-probably,blue,might,probably,might-probably,90,0.05999999999999994,0.94,0,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,blue,might,probably,might-probably,100,0,0.75,0.25,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,blue,might,probably,might-probably,75,0.3999999999999999,0.6,0,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,blue,might,probably,might-probably,60,0.8,0.19999999999999996,0,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,blue,might,probably,might-probably,10,0.1,0,0.8999999999999999,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,orange,might,probably,might-probably,50,0.8400000000000001,0.16,0,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,orange,might,probably,might-probably,25,0.07999999999999985,0.92,0,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,orange,might,probably,might-probably,90,0.82,0,0.18000000000000016,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,orange,might,probably,might-probably,10,0.06999999999999984,0.93,0,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,orange,might,probably,might-probably,60,0.82,0.18000000000000016,0,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,orange,might,probably,might-probably,0,0,0.97,0.030000000000000138,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,orange,might,probably,might-probably,75,0.7799999999999998,0.2200000000000002,0,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,blue,might,probably,might-probably,25,0.89,0.10999999999999988,0,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,blue,might,probably,might-probably,50,0.85,0.15000000000000013,0,0,You might get a blue one,You'll probably get a blue one,
1342,might-probably,orange,might,probably,might-probably,40,0.77,0.2300000000000001,0,0,You might get an orange one,You'll probably get an orange one,
1342,might-probably,blue,might,probably,might-probably,40,0.73,0.27000000000000013,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,orange,might,probably,might-probably,60,0.7,0.30000000000000004,0,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,blue,might,probably,might-probably,100,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,blue,might,probably,might-probably,10,0.9,0.09999999999999998,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,orange,might,probably,might-probably,25,0.2,0.8,0,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,orange,might,probably,might-probably,10,0.09999999999999998,0.9,0,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,blue,might,probably,might-probably,50,0.6,0.3999999999999999,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,blue,might,probably,might-probably,25,0.7,0.3,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,blue,might,probably,might-probably,90,0.9,0.09999999999999988,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,blue,might,probably,might-probably,40,0.6,0.4,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,orange,might,probably,might-probably,50,0.6,0.4,0,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,orange,might,probably,might-probably,0,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,blue,might,probably,might-probably,60,0.3999999999999999,0.6,0,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,orange,might,probably,might-probably,75,0.8,0.19999999999999996,0,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,blue,might,probably,might-probably,75,0.3,0.7,0,0,You might get a blue one,You'll probably get a blue one,
