workerid,proliferate.condition,color,modal1,modal2,pair,percentage_blue,rating1,rating2,rating_other,reverse_sent_order,sentence1,sentence2,error
1324,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1324,might-probably,orange,might,probably,might-probably,40,0.4,0.6,0,0,You might get an orange one,You'll probably get an orange one,
1324,might-probably,orange,might,probably,might-probably,90,0.9,0.09999999999999998,0,0,You might get an orange one,You'll probably get an orange one,
1326,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,blue,might,probably,might-probably,10,0.26,0,0.7400000000000001,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,blue,might,probably,might-probably,90,0,1,0,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,orange,might,probably,might-probably,0,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,blue,might,probably,might-probably,25,0.99,0,0.01000000000000012,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,orange,might,probably,might-probably,40,1,0,0,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,orange,might,probably,might-probably,60,1,0,0,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,orange,might,probably,might-probably,10,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,blue,might,probably,might-probably,40,1,0,0,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,blue,might,probably,might-probably,100,0,0.49,0.51,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,orange,might,probably,might-probably,25,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,orange,might,probably,might-probably,50,1,0,0,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,blue,might,probably,might-probably,60,1,0,0,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,orange,might,probably,might-probably,90,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1326,might-probably,blue,might,probably,might-probably,75,0,1,0,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,blue,might,probably,might-probably,50,1,0,0,1,You might get a blue one,You'll probably get a blue one,
1326,might-probably,orange,might,probably,might-probably,75,0.5,0,0.5,1,You might get an orange one,You'll probably get an orange one,
1331,might-probably,orange,might,probably,might-probably,0,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,blue,might,probably,might-probably,100,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,blue,might,probably,might-probably,0,0.41,0,0.59,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,orange,might,probably,might-probably,100,0.38,0,0.6200000000000001,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,blue,might,probably,might-probably,10,0.13,0,0.8700000000000001,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,blue,might,probably,might-probably,50,1,0,0,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,orange,might,probably,might-probably,40,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,orange,might,probably,might-probably,75,0.31,0,0.69,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,blue,might,probably,might-probably,60,0.79,0.21,0,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,blue,might,probably,might-probably,40,0.27,0,0.73,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,orange,might,probably,might-probably,90,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,orange,might,probably,might-probably,25,0,1,0,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,orange,might,probably,might-probably,50,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,orange,might,probably,might-probably,10,0,1,0,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,orange,might,probably,might-probably,60,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1331,might-probably,blue,might,probably,might-probably,90,0,1,0,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,blue,might,probably,might-probably,25,0.20999999999999996,0,0.79,0,You might get a blue one,You'll probably get a blue one,
1331,might-probably,blue,might,probably,might-probably,75,0,1,0,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,40,0.63,0.22,0.15000000000000013,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,10,0.33,0.1299999999999999,0.54,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,90,0.17,0.7,0.1299999999999999,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,orange,might,probably,might-probably,25,0.19,0.58,0.23,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,blue,might,probably,might-probably,100,0,0.06000000000000005,0.94,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,60,0.29,0.27,0.43999999999999995,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,25,0.12,0.23,0.65,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,50,0.49,0.11999999999999988,0.39,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,orange,might,probably,might-probably,0,0,0.08999999999999986,0.91,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,90,0.26,0,0.74,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,10,0.33,0.6,0.07000000000000006,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,60,0.32,0.21,0.4700000000000001,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,100,0.030000000000000027,0,0.97,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,40,0.3,0.47,0.22999999999999987,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,50,0.19,0.18,0.63,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,orange,might,probably,might-probably,75,0.2,0.17,0.6300000000000001,0,You might get an orange one,You'll probably get an orange one,
1330,might-probably,blue,might,probably,might-probably,0,0,0.030000000000000027,0.97,0,You might get a blue one,You'll probably get a blue one,
1330,might-probably,blue,might,probably,might-probably,75,0.22,0.61,0.17000000000000004,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,orange,might,probably,might-probably,25,0.87,0.1299999999999999,0,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,orange,might,probably,might-probably,0,0,1,0,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,blue,might,probably,might-probably,90,0.07999999999999996,0.92,0,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,orange,might,probably,might-probably,40,0.76,0.2400000000000001,0,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,blue,might,probably,might-probably,40,0.69,0.31000000000000005,0,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,orange,might,probably,might-probably,90,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,orange,might,probably,might-probably,75,0.27,0.07,0.6599999999999999,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,blue,might,probably,might-probably,75,0.31,0.58,0.1100000000000001,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,blue,might,probably,might-probably,10,0.08,0,0.92,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,orange,might,probably,might-probably,60,0.3700000000000001,0,0.63,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,orange,might,probably,might-probably,50,0.26,0,0.74,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,orange,might,probably,might-probably,10,0.32,0.62,0.06000000000000005,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,blue,might,probably,might-probably,100,0,1,0,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,blue,might,probably,might-probably,50,0.37,0.13,0.5000000000000001,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,blue,might,probably,might-probably,60,0.24,0.19,0.57,0,You might get a blue one,You'll probably get a blue one,
1332,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1332,might-probably,blue,might,probably,might-probably,25,0.10999999999999988,0,0.89,0,You might get a blue one,You'll probably get a blue one,
1327,might-probably,blue,might,probably,might-probably,100,0.75,0,0.25,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,blue,might,probably,might-probably,40,0.5,0,0.5,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,blue,might,probably,might-probably,60,0.8,0.1,0.09999999999999998,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,orange,might,probably,might-probably,75,0.7,0.25,0.05000000000000005,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,orange,might,probably,might-probably,60,0.66,0.05,0.29000000000000004,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,blue,might,probably,might-probably,10,0.35,0,0.6499999999999999,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,orange,might,probably,might-probably,25,0.7,0.25,0.05000000000000005,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,blue,might,probably,might-probably,75,0.65,0.25,0.10000000000000007,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,blue,might,probably,might-probably,25,0.5,0,0.5,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,blue,might,probably,might-probably,50,0.7,0.1,0.20000000000000015,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,orange,might,probably,might-probably,50,0.65,0.05,0.2999999999999998,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,orange,might,probably,might-probably,90,0.2,0,0.8,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,blue,might,probably,might-probably,90,0.4,0.5,0.10000000000000007,1,You might get a blue one,You'll probably get a blue one,
1327,might-probably,orange,might,probably,might-probably,10,0.4,0.5,0.09999999999999998,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,orange,might,probably,might-probably,40,0.6,0.2,0.19999999999999996,1,You might get an orange one,You'll probably get an orange one,
1327,might-probably,orange,might,probably,might-probably,0,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1339,might-probably,blue,might,probably,might-probably,10,0.73,0.27,0,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,orange,might,probably,might-probably,60,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,orange,might,probably,might-probably,90,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,orange,might,probably,might-probably,0,0,1,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,blue,might,probably,might-probably,60,1,0,0,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,blue,might,probably,might-probably,90,0.39,0.6099999999999999,0,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,blue,might,probably,might-probably,40,1,0,0,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,orange,might,probably,might-probably,50,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,orange,might,probably,might-probably,50,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,orange,might,probably,might-probably,25,0.4,0.5999999999999999,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,blue,might,probably,might-probably,75,0.38,0.62,0,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,orange,might,probably,might-probably,10,0,1,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,blue,might,probably,might-probably,25,0.37,0,0.6300000000000001,0,You might get a blue one,You'll probably get a blue one,
1339,might-probably,orange,might,probably,might-probably,75,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,orange,might,probably,might-probably,40,1,0,0,0,You might get an orange one,You'll probably get an orange one,
1339,might-probably,blue,might,probably,might-probably,100,0,0.42,0.5800000000000001,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,orange,might,probably,might-probably,60,0.91,0.05,0.039999999999999813,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,orange,might,probably,might-probably,75,0.43,0.04,0.53,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,blue,might,probably,might-probably,25,0.18,0.03,0.79,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,orange,might,probably,might-probably,40,0.71,0.15,0.14,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,blue,might,probably,might-probably,60,0.51,0.22,0.27,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,orange,might,probably,might-probably,25,0.5,0.5,0,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,blue,might,probably,might-probably,10,0.67,0.07,0.2599999999999999,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,blue,might,probably,might-probably,90,0.4,0.57,0.030000000000000027,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,orange,might,probably,might-probably,50,0.73,0.12,0.15000000000000013,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,orange,might,probably,might-probably,10,0.4,0.6,0,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,orange,might,probably,might-probably,90,0.18,0,0.8200000000000001,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,blue,might,probably,might-probably,100,0.04,0.96,0,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,blue,might,probably,might-probably,50,0.83,0.09,0.08000000000000007,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,blue,might,probably,might-probably,40,0.7,0.03,0.2699999999999999,0,You might get a blue one,You'll probably get a blue one,
1344,might-probably,orange,might,probably,might-probably,0,0.05,0.95,0,0,You might get an orange one,You'll probably get an orange one,
1344,might-probably,blue,might,probably,might-probably,75,0.64,0.35,0.01000000000000012,0,You might get a blue one,You'll probably get a blue one,
1323,might-probably,blue,might,probably,might-probably,75,0.32000000000000006,0.68,0,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,orange,might,probably,might-probably,25,0.38,0.62,0,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,orange,might,probably,might-probably,90,0.08999999999999997,0,0.91,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,orange,might,probably,might-probably,50,0.5,0,0.5,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,blue,might,probably,might-probably,50,0.39,0,0.6099999999999999,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,blue,might,probably,might-probably,25,0.53,0,0.47,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,orange,might,probably,might-probably,10,0.1200000000000001,0.88,0,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,blue,might,probably,might-probably,10,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,blue,might,probably,might-probably,90,0.1399999999999999,0.86,0,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,orange,might,probably,might-probably,75,0.32,0,0.6799999999999999,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,blue,might,probably,might-probably,60,0.5,0,0.5,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,orange,might,probably,might-probably,40,0.49,0,0.51,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,blue,might,probably,might-probably,0,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,blue,might,probably,might-probably,100,0,1,0,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,orange,might,probably,might-probably,0,0,1,0,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,blue,might,probably,might-probably,40,0.48,0,0.52,1,You might get a blue one,You'll probably get a blue one,
1323,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1323,might-probably,orange,might,probably,might-probably,60,0.31,0,0.69,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,blue,might,probably,might-probably,25,0.43,0.01,0.56,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,orange,might,probably,might-probably,90,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,orange,might,probably,might-probably,75,0.18999999999999995,0,0.81,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,orange,might,probably,might-probably,40,0.18,0.38,0.43999999999999995,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,orange,might,probably,might-probably,0,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,orange,might,probably,might-probably,50,0.1,0.1,0.8,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,blue,might,probably,might-probably,90,0,0.51,0.49,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,orange,might,probably,might-probably,25,0.41,0.22,0.37,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,orange,might,probably,might-probably,60,0.2,0,0.8,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,blue,might,probably,might-probably,40,0.2,0,0.7999999999999999,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,blue,might,probably,might-probably,60,0.37,0.16,0.46999999999999986,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,orange,might,probably,might-probably,100,0,0,1,1,You might get an orange one,You'll probably get an orange one,
1335,might-probably,blue,might,probably,might-probably,75,0.28,0.42,0.30000000000000004,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,blue,might,probably,might-probably,0,0,0,0.99,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,blue,might,probably,might-probably,50,0.16,0,0.8400000000000001,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,blue,might,probably,might-probably,100,0.030000000000000027,0.97,0,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,blue,might,probably,might-probably,10,0,0,1,1,You might get a blue one,You'll probably get a blue one,
1335,might-probably,orange,might,probably,might-probably,10,0,0.95,0.050000000000000155,1,You might get an orange one,You'll probably get an orange one,
1336,might-probably,orange,might,probably,might-probably,0,0.3,0.27000000000000013,0.42999999999999994,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,orange,might,probably,might-probably,100,0,0,1,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,blue,might,probably,might-probably,75,0.33999999999999997,0.47,0.19,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,blue,might,probably,might-probably,0,0,0,1,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,orange,might,probably,might-probably,60,0.51,0.31,0.17999999999999994,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,orange,might,probably,might-probably,25,0.34,0.58,0.08000000000000007,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,orange,might,probably,might-probably,90,0.1,0.06,0.84,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,blue,might,probably,might-probably,100,0.1299999999999999,0.8700000000000002,0,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,blue,might,probably,might-probably,50,0.57,0.17,0.26,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,blue,might,probably,might-probably,10,0.2600000000000001,0.09,0.6499999999999999,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,orange,might,probably,might-probably,50,0.51,0.32,0.16999999999999993,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,blue,might,probably,might-probably,25,0.61,0.1,0.29000000000000015,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,orange,might,probably,might-probably,10,0.23,0.67,0.10000000000000007,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,orange,might,probably,might-probably,40,0.4,0.41,0.18999999999999995,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,blue,might,probably,might-probably,40,0.44,0.26,0.30000000000000016,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,blue,might,probably,might-probably,60,0.33,0.46,0.21000000000000008,0,You might get a blue one,You'll probably get a blue one,
1336,might-probably,orange,might,probably,might-probably,75,0.18999999999999995,0.08,0.73,0,You might get an orange one,You'll probably get an orange one,
1336,might-probably,blue,might,probably,might-probably,90,0.24,0.71,0.05000000000000005,0,You might get a blue one,You'll probably get a blue one,
